Group	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Patient	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control	Control
clade_name	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera	0	0	0	0.18303	7.11631	0.02664	0	0	0	0	0.1006	0	0	0.0108	0	0.01393	0	0	0	0	0.03142	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified	0	0	0	0.09335	0	0.01533	0	0.14293	0.02948	0	0.07973	0.02919	0	0.07099	0	0	0.0054	0	0	0	0.01406	0	0.01105
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0.07914	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified	0	0	0	0	0	0	0	0	0	0	0.07538	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9342	1.77323	0	0.08927	0	0	0	4.09176	0	0	0	0.06743	0	0	0	0	0	0.21114	0	0.20535	0.21379	0.06009	0.083	1.00199
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950|g__GGB9291	0	0	0	0	0	0	0	0	0	0	0.05961	0	0	0	0	0	0	0	0	0	0	0	0.07176
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus	0	0.171	0	0	0	0	0.00047	0.09476	0	0	0.05633	0	0.03512	0.12231	0	0	0	0.18711	0.13149	0.02188	0.03442	0.04699	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena	0	0	0	0	0	0	0	1.01787	0.0644	0	0.05509	0.13558	0.01861	0.5627	0	0.14869	0	0.12698	1.09416	0	0.01599	0.2155	0.00966
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581	0	0.21249	0	0.01874	0	0.00403	0	0.02925	0	0	0.05471	0.0027	0	0.06066	0	0	0	0.00294	0.01713	0	0.00584	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella	0	0	0	0	0	0	0	0	0.00276	0	0.0516	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4599	0	0	0	0	0	0	0	0	0	0	0.04878	0	0	0	0	0	0.0564	0	0.49149	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia	0	0	0	0	0	0	0	0	0	0	0.04124	0	0	0	0	0	0	0.00199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256	0	0	0	0	0	0.8514	0.02919	0	0	0	0.0273	0	0	0	0	0	6.45964	0	0.27143	0.01213	0.07367	0.74349	0.02397
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum	0	0.10582	0.06598	0.00481	0	0	1.5126	0.13745	0.02874	0	0.02532	0.02018	0	0.08186	0	0.04045	0.00286	0	0.05457	0.01076	0	0.04526	0
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420	0	0	0	0	0	0	0	0	0	0	0.02491	0.49092	0	0	0	0	0.07898	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella	0	0	0	0	0	0	0	0	0	0	0.02085	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Tropherymataceae|g__Tropheryma	0	0	0	0.03416	0	0	0	0	0	0	0.01839	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium	0	0	0	0.00017	0	0.00336	0	0	0	0	0.0182	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	0	0.82525	0	0.02591	0	0.09137	0.01033	0.49081	0	0	0.01783	0	0.06992	0.18945	0	0.00307	0	0.0006	0.16494	0.02738	0.22032	0.03615	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9593	0	0	0	0	0	0	0	0	0	0	0.01497	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9707	0	0	0	0	0	0	0	0.12656	0	0	0.01381	0.01297	0	0	0	0	0.10393	0.07576	0.01568	0.04888	0.02028	0.01982	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9347	0.57715	0	0.02906	0	0	0	0.729	0	0	0	0.01316	0	0	0	0	0	0.52509	0.04696	0	0	0	0	1.67645
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9597	0	0	0	0	0	0	0	0	0	0	0.01249	0.03228	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruthenibacterium	0.20498	0.66437	0.03334	0.00965	0	0	0.0509	0.0644	0	0	0.01212	0	0	0	0	0.0696	0.07505	0.03115	0.06479	0	0.02625	0.02708	1.06375
k__Bacteria|p__Firmicutes|c__CFGB1798|o__OFGB1798|f__FGB1798|g__GGB4769	0	0	0	0	0	0	0	0	0	0	0.00976	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	0	0	0	0	0	0	0	0	0	0	0.00826	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0	0	0	0	0	0	0	0	0	0	0.00795	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9705	0	0	0.09838	0.10425	0	0	0.00277	0.11804	0	0	0.00789	0.01201	0.1405	0.01199	0	2.11548	0.21947	0.16021	0.05225	0.00413	0.16124	0.03406	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0	0	0	0	0	0	0	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__GGB4651	0	0	0	0	0	0	0	0	0	0	0.00513	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4554	0	0	0	0	0	0	0	0	0	0	0.00393	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutales_unclassified|g__GGB6127	0	0	0	0	0	0	0	0	0	0	0.00318	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9608	0	0	0	0	0	0	0	0	0	0	0.00308	0	0	0	0	0	0.04071	0	0	0.01999	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Parasutterella	0.00344	0	0.00643	0.3792	0	0	0	0	0	0	0.00195	0	0.19037	1.59334	0	0	0	0.0891	0.06392	0.02444	0.07526	1.12977	0
k__Bacteria|p__Verrucomicrobia|c__Opitutae|o__Opitutales|f__Opitutales_unclassified|g__GGB6128	0	0	0	0	0	0	0	0	0	0	0.00161	0	0	0	0	0	0.32381	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae|g__Dysosmobacter	0.27033	0	0	0.08013	0	0.0922	0.028	0.02069	0	0	0.00155	0.04503	0.08744	0.02162	0	0.28186	0.31707	0.15822	0.07798	0.00572	0.12122	0.40215	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroidaceae_unclassified	2.13897	0	4.74252	0	0	0	0	0	0	0	0.00145	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__GGB12796	0	0.00331	0	0	0	0	0	0	0	0	0.00102	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__GGB38171	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2916|o__OFGB2916|f__FGB2916|g__GGB9237	0	0	0.00631	0	0	0	0.01653	0	0	0	0.00025	0.02664	0.01536	0	0	0	0	0	0	0	0	0	0.0488
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.31675	0	0.05822	0	0	0	1.5345	4.83612	0	0	5.2285	0	0.00446	1.5812	0	0	0	0.14905	0.15625	0	0.03373	0.06378	0.58257
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Duodenibacillus|s__Duodenibacillus_massiliensis	0	4.64945	0	0	0	0	0	0	0.01431	0	3.59916	1.62278	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4569|s__GGB4569_SGB6310	0	0	0	0	0	0	0.00116	0	0.19178	0	2.61014	0	0	0	0	2.8104	0.02693	0	0	0.16018	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_caccae	19.03185	0	0.09631	1.06869	0	0	0.44982	0	0.08839	0	2.39923	0	2.68701	0	0.0892	1.20424	0.19572	1.6383	3.30584	0.36299	0.39042	0	0
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified|f__Eukaryota_unclassified|g__Blastocystis|s__Blastocystis_sp_subtype_1	0	0	0	0	0	0	0	0	0	0	1.67216	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0.23504	0	0	0	0	0	0	0	1.21302	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_coprophilus	0	0	0	0	0	0	0	0	0	0	0.48962	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_WCA3_601_WT_6H	0.09347	2.0359	0	1.93464	0	0.55721	0	0.12758	0.44111	0	0.44261	0.09193	0.00874	0	0	0.54165	0.50677	0.62717	0.21677	0.02614	0.13451	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	2.74032	0	0.00571	0	0	0.12622	1.99858	1.22692	0	0	0.42998	0.15025	0	0	0	0	0.01766	0.42753	0.44192	0.17588	0.21985	0.54588	2.22751
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_dorei	0.58116	0	2.48952	0	0	0	0	13.84123	0	0	0.42038	6.97864	3.21488	0	0.22746	1.80766	0.04158	0	0	0	0	0	1.0349
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmatales_unclassified|g__Acholeplasmatales_unclassified|s__Acholeplasmatales_unclassified_SGB6584	0	0	0	0	0	0	0	0	0	0	0.35817	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9710|s__GGB9710_SGB15239	0.01674	0	0	0	0	0	0	0	0	0	0.31212	0.05007	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_pasteri	0	0	0	0	0	0	0	0	0	0	0.28465	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9712|s__GGB9712_SGB15244	0.84112	0	0.14744	0	0	0	0.11573	0.1783	0.01011	0	0.26399	0.00371	0	0	0	0	0	0	0	0	0.01759	0	0.04851
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	0	0.0014	0	0	0	0	0	0.03063	0	0	0.25334	0	0	0	0	0	0	0	0	0	0	0	0.0043
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	0.41736	0	0.13698	0.18167	0	0	0.09476	0.18582	0.02983	0	0.19838	0.12998	0.12147	0	0	0.18533	0.13673	0.17178	0.35778	0.11063	0.09319	0.20538	0.00674
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0.00684	0	0.03595	0	0	0	0	0.17389	0	0	0.05926	0.10022	0	0	0	0	0	0.92296	0.14001	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Mediterraneibacter|s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0.12596	0	0	0.16396	0	0	0	0	0	0	0	0	0	0.05284	0	0.03856
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15101	0	0	0	0	0	0	0.48793	0	0	0	0.16126	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Butyricimonas|s__Butyricimonas_virosa	0.26521	0	0	0	0	0	0	0	0	0	0.14906	0.16094	0	0	0	0	0	0	0	0	0	0.13456	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_unclassified_SGB6428	0	0	0	0	0	0	0.02775	0	0	0	0.13882	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0.0197	0	0	0	0	0	0	0	0	0	0.12026	0	0.07506	0	0	0.88579	0.03219	0	0	0.02603	0.01374	0.0087	0.13607
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Megasphaera|s__Megasphaera_micronuciformis	0	0	0	0	7.11631	0	0	0	0	0	0.1006	0	0	0	0	0	0	0	0	0	0.03142	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	0.09886	12.70528	0.04454	3.91228	0	0	0	3.27757	0	0	0.09381	0	0.90802	6.44335	0.05738	0	0	0.52724	0	0.17565	0.4313	2.81109	0.89301
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9635|s__GGB9635_SGB15102	0	0	0	0	0	0	0	0	0	0	0.09194	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_dispar	0	0	0	0.03332	1.1273	0.03142	0	0.03472	0	0	0.09031	0	0	0.03148	0.22393	0	0	0.00371	0.12352	0.03374	0.84109	0.11042	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Sutterella|s__Sutterella_seckii	0	0	0	0	0	0	0	0	0	0	0.08462	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_subflava	0	0	0	0	0	0	0	0	0	0	0.08283	0	0	0.10806	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_johnsonii	0	0	0	0	0	0	0	0	0	0	0.07914	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales|f__Neisseriaceae|g__Neisseria|s__Neisseria_sicca	0	0	0	0	0	0	0	0	0	0	0.07591	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Clostridiales_Family_XIII_bacterium_WCA_MUC_591_APC_4B	0	0	0	0	0	0	0	0	0	0	0.07538	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0	0.41179	0	0.01956	4.02385	0.11686	0	0.00835	0	0	0.07057	0	0	0	0	0	0	0	0.02071	0.00197	0.68557	0.09576	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB9342|s__GGB9342_SGB14306	1.77323	0	0.08927	0	0	0	4.09176	0	0	0	0.06743	0	0	0	0	0	0.21114	0	0.20535	0.21379	0.06009	0.083	1.00199
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0	0	0	0	0	0	0	0.02312	0	0	0.06027	0	0	0	0	0	0.02117	0	0.02691	0.23141	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB2950|o__OFGB2950|f__FGB2950|g__GGB9291|s__GGB9291_SGB14248	0	0	0	0	0	0	0	0	0	0	0.05961	0	0	0	0	0	0	0	0	0	0	0	0.07176
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19850	0	0	0	0.09246	0	0.01533	0	0.14293	0.0279	0	0.05832	0.02919	0	0.06749	0	0	0.0054	0	0	0	0.01406	0	0.01105
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Faecalibacillus|s__Faecalibacillus_intestinalis	0	0.171	0	0	0	0	0.00047	0.09476	0	0	0.05633	0	0.03512	0	0	0	0	0.18711	0.13149	0.02188	0.03442	0.04699	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena	0	0	0	0	0	0	0	1.01787	0.0644	0	0.05509	0.13558	0.01861	0.5627	0	0.14869	0	0.12698	1.09416	0	0.01599	0.2155	0
k__Bacteria|p__Firmicutes|c__CFGB3053|o__OFGB3053|f__FGB3053|g__GGB9581|s__GGB9581_SGB14999	0	0.21249	0	0.01874	0	0.00403	0	0.02925	0	0	0.05471	0.0027	0	0.06066	0	0	0	0.00294	0.01713	0	0.00584	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9633|s__GGB9633_SGB15090	0	0	0.91274	2.38812	0	0	2.70632	0	0	0	0.05239	0	0.07236	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis	0	0	0	0	0	0	0	0	0.00276	0	0.0516	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__GGB4599|s__GGB4599_SGB6362	0	0	0	0	0	0	0	0	0	0	0.04878	0	0	0	0	0	0.0564	0	0.49149	0	0	0	0
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Adlercreutzia|s__Adlercreutzia_equolifaciens	0	0	0	0	0	0	0	0	0	0	0.04124	0	0	0	0	0	0	0.00199	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis	0	0.00107	0	0	0	0	0	0	0	0	0.0365	0	0	0.00306	0	0	0	0	0	0	0	0.00415	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB4894	0	0	0	0	0	0	0.007	0	0	0	0.03499	0	0	0	0	0	0.04546	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola	0	0	0	0	0	0	0	0	0	0	0.03045	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacilli_unclassified|f__Bacilli_unclassified|g__Bacilli_unclassified|s__Bacilli_bacterium	0	0	0	0	0	0	0.24471	0	0.01453	0	0.02989	0	0.24621	0	0	0	0	0	0	0.01773	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_rogosae	0	0	0	0	0	0	0	0.14978	0	0	0.02825	0	0.01751	0.06407	0	0	0	0	0	0.01614	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1340|o__OFGB1340|f__FGB1340|g__GGB3256|s__GGB3256_SGB4303	0	0	0	0	0	0.8514	0.02919	0	0	0	0.0273	0	0	0	0	0	6.45964	0	0.27143	0.01213	0.07367	0.74349	0.02397
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB2042	0	0	0	0	0	0	0	0	0	0	0.02639	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerobutyricum|s__Anaerobutyricum_hallii	0	0.10582	0.06598	0.00481	0	0	1.5126	0.13745	0.02874	0	0.02532	0.02018	0	0.08186	0	0.04045	0.00286	0	0.05457	0.01076	0	0.04526	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_jejuni	0	0	0	0	0	0	0	0	0	0	0.02524	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica	0	0	0	0	0	0	0	0	0	0	0.02495	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB602|o__OFGB602|f__FGB602|g__GGB1420|s__GGB1420_SGB1957	0	0	0	0	0	0	0	0	0	0	0.02491	0.49092	0	0	0	0	0.07898	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__TM7_phylum_sp_oral_taxon_348	0	0	0	0.00088	0	0	0	0	0.00158	0	0.02141	0	0	0.0035	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_SGB1466	0	0	0	0	0	0	0	0	0	0	0.02085	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_AF36_4	0	0	0	0.26266	0	0.00405	0	0.11028	0	0	0.02033	0	0.11409	0.04073	0	0	0.48576	0.94223	0.52018	0.08646	0.01448	0	0.1065
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Tropherymataceae|g__Tropheryma|s__Tropheryma_whipplei	0	0	0	0.03416	0	0	0	0	0	0	0.01839	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6833	0	0	0	0.00017	0	0.00336	0	0	0	0	0.0182	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus_parainfluenzae	0	0.82525	0	0.02591	0	0.09137	0.01033	0.49081	0	0	0.01783	0	0.06992	0.11943	0	0.00307	0	0.0006	0.16494	0.02738	0.20442	0.03615	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Clostridia_unclassified|s__Clostridia_unclassified_SGB6276	0.01871	0	0	0	0	0.12694	0.00434	0	0.20495	0	0.01718	0	0	0	0	0	0	0.96191	0.16789	0.30449	0	0	0.28335
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	0	0	0	0.04185	0	0.01439	0	0.00659	0	0	0.01516	0	0	0.33851	0	0	0.08273	0	0.33462	0.43704	0	0.0047	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__GGB9593|s__GGB9593_SGB15015	0	0	0	0	0	0	0	0	0	0	0.01497	0	0	0	0	0	0	0	0	0	0	0	0
